measure,quantile,time,sex,age,ethnic,value
qx,2.50%,2017-19,Male,87 years,Maori,0.12469
qx,2.50%,2017-19,Male,88 years,Maori,0.13552
qx,2.50%,2017-19,Male,89 years,Maori,0.14568
qx,2.50%,2017-19,Male,90 years,Maori,0.15723
qx,2.50%,2017-19,Male,91 years,Maori,0.16868
qx,2.50%,2017-19,Male,92 years,Maori,0.18154
qx,2.50%,2017-19,Male,93 years,Maori,0.19228
qx,2.50%,2017-19,Male,94 years,Maori,0.20373
qx,2.50%,2017-19,Male,95 years,Maori,0.21544
qx,2.50%,2017-19,Male,96 years,Maori,0.22476
qx,2.50%,2017-19,Male,97 years,Maori,0.23587
qx,2.50%,2017-19,Male,98 years,Maori,0.24655
qx,2.50%,2017-19,Male,99 years,Maori,0.25148
qx,2.50%,2017-19,Male,100 years and over,Maori,1
qx,50%,2017-19,Female,0 years,Maori,0.00468
qx,50%,2017-19,Female,1 years,Maori,2.70E-04
qx,50%,2017-19,Female,2 years,Maori,2.10E-04
qx,50%,2017-19,Female,3 years,Maori,1.80E-04
qx,50%,2017-19,Female,4 years,Maori,1.50E-04
qx,50%,2017-19,Female,5 years,Maori,1.40E-04
qx,50%,2017-19,Female,6 years,Maori,1.30E-04
qx,50%,2017-19,Female,7 years,Maori,1.30E-04
qx,50%,2017-19,Female,8 years,Maori,1.30E-04
qx,50%,2017-19,Female,9 years,Maori,1.40E-04
qx,50%,2017-19,Female,10 years,Maori,1.60E-04
qx,50%,2017-19,Female,11 years,Maori,1.90E-04
qx,50%,2017-19,Female,12 years,Maori,2.20E-04
qx,50%,2017-19,Female,13 years,Maori,2.70E-04
qx,50%,2017-19,Female,14 years,Maori,3.20E-04
qx,50%,2017-19,Female,15 years,Maori,3.70E-04
qx,50%,2017-19,Female,16 years,Maori,4.30E-04
qx,50%,2017-19,Female,17 years,Maori,5.00E-04
qx,50%,2017-19,Female,18 years,Maori,5.50E-04
qx,50%,2017-19,Female,19 years,Maori,6.00E-04
qx,50%,2017-19,Female,20 years,Maori,6.50E-04
qx,50%,2017-19,Female,21 years,Maori,7.00E-04
qx,50%,2017-19,Female,22 years,Maori,7.40E-04
qx,50%,2017-19,Female,23 years,Maori,7.60E-04
qx,50%,2017-19,Female,24 years,Maori,7.70E-04
qx,50%,2017-19,Female,25 years,Maori,7.80E-04
qx,50%,2017-19,Female,26 years,Maori,8.00E-04
qx,50%,2017-19,Female,27 years,Maori,8.40E-04
qx,50%,2017-19,Female,28 years,Maori,8.80E-04
qx,50%,2017-19,Female,29 years,Maori,9.00E-04
qx,50%,2017-19,Female,30 years,Maori,9.60E-04
qx,50%,2017-19,Female,31 years,Maori,0.00104
qx,50%,2017-19,Female,32 years,Maori,0.00107
qx,50%,2017-19,Female,33 years,Maori,0.00111
qx,50%,2017-19,Female,34 years,Maori,0.00116
qx,50%,2017-19,Female,35 years,Maori,0.00115
qx,50%,2017-19,Female,36 years,Maori,0.0012
qx,50%,2017-19,Female,37 years,Maori,0.00129
qx,50%,2017-19,Female,38 years,Maori,0.00139
qx,50%,2017-19,Female,39 years,Maori,0.00142
qx,50%,2017-19,Female,40 years,Maori,0.00154
qx,50%,2017-19,Female,41 years,Maori,0.00169
qx,50%,2017-19,Female,42 years,Maori,0.00192
qx,50%,2017-19,Female,43 years,Maori,0.00213
qx,50%,2017-19,Female,44 years,Maori,0.00227
qx,50%,2017-19,Female,45 years,Maori,0.00255
qx,50%,2017-19,Female,46 years,Maori,0.00277
qx,50%,2017-19,Female,47 years,Maori,0.00311
qx,50%,2017-19,Female,48 years,Maori,0.00348
qx,50%,2017-19,Female,49 years,Maori,0.00381
qx,50%,2017-19,Female,50 years,Maori,0.00432
qx,50%,2017-19,Female,51 years,Maori,0.00472
qx,50%,2017-19,Female,52 years,Maori,0.00519
qx,50%,2017-19,Female,53 years,Maori,0.00567
qx,50%,2017-19,Female,54 years,Maori,0.00613
qx,50%,2017-19,Female,55 years,Maori,0.00659
qx,50%,2017-19,Female,56 years,Maori,0.00722
qx,50%,2017-19,Female,57 years,Maori,0.00811
qx,50%,2017-19,Female,58 years,Maori,0.00889
qx,50%,2017-19,Female,59 years,Maori,0.00989
qx,50%,2017-19,Female,60 years,Maori,0.01074
qx,50%,2017-19,Female,61 years,Maori,0.01149
qx,50%,2017-19,Female,62 years,Maori,0.0128
qx,50%,2017-19,Female,63 years,Maori,0.01453
qx,50%,2017-19,Female,64 years,Maori,0.01558
qx,50%,2017-19,Female,65 years,Maori,0.01666
qx,50%,2017-19,Female,66 years,Maori,0.01844
qx,50%,2017-19,Female,67 years,Maori,0.02004
qx,50%,2017-19,Female,68 years,Maori,0.02154
qx,50%,2017-19,Female,69 years,Maori,0.02376
qx,50%,2017-19,Female,70 years,Maori,0.02587
qx,50%,2017-19,Female,71 years,Maori,0.02818
qx,50%,2017-19,Female,72 years,Maori,0.03216
qx,50%,2017-19,Female,73 years,Maori,0.03484
qx,50%,2017-19,Female,74 years,Maori,0.03925
qx,50%,2017-19,Female,75 years,Maori,0.04226
qx,50%,2017-19,Female,76 years,Maori,0.04616
qx,50%,2017-19,Female,77 years,Maori,0.04856
qx,50%,2017-19,Female,78 years,Maori,0.05293
qx,50%,2017-19,Female,79 years,Maori,0.05639
qx,50%,2017-19,Female,80 years,Maori,0.06342
qx,50%,2017-19,Female,81 years,Maori,0.06812
qx,50%,2017-19,Female,82 years,Maori,0.07377
qx,50%,2017-19,Female,83 years,Maori,0.0817
qx,50%,2017-19,Female,84 years,Maori,0.08653
qx,50%,2017-19,Female,85 years,Maori,0.0967
qx,50%,2017-19,Female,86 years,Maori,0.10516
qx,50%,2017-19,Female,87 years,Maori,0.11458
qx,50%,2017-19,Female,88 years,Maori,0.12495
qx,50%,2017-19,Female,89 years,Maori,0.13566
qx,50%,2017-19,Female,90 years,Maori,0.14727
qx,50%,2017-19,Female,91 years,Maori,0.15965
qx,50%,2017-19,Female,92 years,Maori,0.1727
qx,50%,2017-19,Female,93 years,Maori,0.18652
qx,50%,2017-19,Female,94 years,Maori,0.20061
qx,50%,2017-19,Female,95 years,Maori,0.21576
qx,50%,2017-19,Female,96 years,Maori,0.23191
qx,50%,2017-19,Female,97 years,Maori,0.2474
qx,50%,2017-19,Female,98 years,Maori,0.26486
qx,50%,2017-19,Female,99 years,Maori,0.28383
qx,50%,2017-19,Female,100 years and over,Maori,1
qx,50%,2017-19,Male,0 years,Maori,0.00606
qx,50%,2017-19,Male,1 years,Maori,3.60E-04
qx,50%,2017-19,Male,2 years,Maori,2.80E-04
qx,50%,2017-19,Male,3 years,Maori,2.40E-04
qx,50%,2017-19,Male,4 years,Maori,2.00E-04
qx,50%,2017-19,Male,5 years,Maori,1.80E-04
qx,50%,2017-19,Male,6 years,Maori,1.80E-04
qx,50%,2017-19,Male,7 years,Maori,1.70E-04
qx,50%,2017-19,Male,8 years,Maori,1.80E-04
qx,50%,2017-19,Male,9 years,Maori,2.00E-04
qx,50%,2017-19,Male,10 years,Maori,2.20E-04
qx,50%,2017-19,Male,11 years,Maori,2.60E-04
qx,50%,2017-19,Male,12 years,Maori,3.10E-04
qx,50%,2017-19,Male,13 years,Maori,3.80E-04
qx,50%,2017-19,Male,14 years,Maori,4.60E-04
qx,50%,2017-19,Male,15 years,Maori,5.50E-04
qx,50%,2017-19,Male,16 years,Maori,6.60E-04
qx,50%,2017-19,Male,17 years,Maori,7.60E-04
qx,50%,2017-19,Male,18 years,Maori,8.80E-04
qx,50%,2017-19,Male,19 years,Maori,0.00101
qx,50%,2017-19,Male,20 years,Maori,0.0011
qx,50%,2017-19,Male,21 years,Maori,0.00122
qx,50%,2017-19,Male,22 years,Maori,0.00131
qx,50%,2017-19,Male,23 years,Maori,0.00139
qx,50%,2017-19,Male,24 years,Maori,0.00146
qx,50%,2017-19,Male,25 years,Maori,0.00146
qx,50%,2017-19,Male,26 years,Maori,0.00147
qx,50%,2017-19,Male,27 years,Maori,0.00156
qx,50%,2017-19,Male,28 years,Maori,0.0016
qx,50%,2017-19,Male,29 years,Maori,0.00166
qx,50%,2017-19,Male,30 years,Maori,0.00176
qx,50%,2017-19,Male,31 years,Maori,0.00187
qx,50%,2017-19,Male,32 years,Maori,0.00194
qx,50%,2017-19,Male,33 years,Maori,0.00198
qx,50%,2017-19,Male,34 years,Maori,0.00204
qx,50%,2017-19,Male,35 years,Maori,0.00204
qx,50%,2017-19,Male,36 years,Maori,0.0021
qx,50%,2017-19,Male,37 years,Maori,0.00227
qx,50%,2017-19,Male,38 years,Maori,0.00243
qx,50%,2017-19,Male,39 years,Maori,0.00238
qx,50%,2017-19,Male,40 years,Maori,0.00255
qx,50%,2017-19,Male,41 years,Maori,0.00275
qx,50%,2017-19,Male,42 years,Maori,0.00302
qx,50%,2017-19,Male,43 years,Maori,0.00328
qx,50%,2017-19,Male,44 years,Maori,0.00349
qx,50%,2017-19,Male,45 years,Maori,0.00386
qx,50%,2017-19,Male,46 years,Maori,0.00414
qx,50%,2017-19,Male,47 years,Maori,0.0045
qx,50%,2017-19,Male,48 years,Maori,0.00513
qx,50%,2017-19,Male,49 years,Maori,0.00543
qx,50%,2017-19,Male,50 years,Maori,0.00619
qx,50%,2017-19,Male,51 years,Maori,0.00677
qx,50%,2017-19,Male,52 years,Maori,0.0073
qx,50%,2017-19,Male,53 years,Maori,0.00808
qx,50%,2017-19,Male,54 years,Maori,0.00887
qx,50%,2017-19,Male,55 years,Maori,0.00931
qx,50%,2017-19,Male,56 years,Maori,0.01041
qx,50%,2017-19,Male,57 years,Maori,0.01178
qx,50%,2017-19,Male,58 years,Maori,0.01259
qx,50%,2017-19,Male,59 years,Maori,0.01463
qx,50%,2017-19,Male,60 years,Maori,0.01518
qx,50%,2017-19,Male,61 years,Maori,0.0158
qx,50%,2017-19,Male,62 years,Maori,0.01719
qx,50%,2017-19,Male,63 years,Maori,0.01926
qx,50%,2017-19,Male,64 years,Maori,0.02019
qx,50%,2017-19,Male,65 years,Maori,0.02253
qx,50%,2017-19,Male,66 years,Maori,0.02388
qx,50%,2017-19,Male,67 years,Maori,0.02534
qx,50%,2017-19,Male,68 years,Maori,0.02663
qx,50%,2017-19,Male,69 years,Maori,0.02872
qx,50%,2017-19,Male,70 years,Maori,0.03253
qx,50%,2017-19,Male,71 years,Maori,0.03554
qx,50%,2017-19,Male,72 years,Maori,0.03975
qx,50%,2017-19,Male,73 years,Maori,0.04226
qx,50%,2017-19,Male,74 years,Maori,0.0458
qx,50%,2017-19,Male,75 years,Maori,0.04871
qx,50%,2017-19,Male,76 years,Maori,0.05237
qx,50%,2017-19,Male,77 years,Maori,0.0571
qx,50%,2017-19,Male,78 years,Maori,0.06348
qx,50%,2017-19,Male,79 years,Maori,0.07101
qx,50%,2017-19,Male,80 years,Maori,0.07929
qx,50%,2017-19,Male,81 years,Maori,0.08792
qx,50%,2017-19,Male,82 years,Maori,0.09296
qx,50%,2017-19,Male,83 years,Maori,0.09915
qx,50%,2017-19,Male,84 years,Maori,0.10686
qx,50%,2017-19,Male,85 years,Maori,0.11833
qx,50%,2017-19,Male,86 years,Maori,0.12915
qx,50%,2017-19,Male,87 years,Maori,0.14098
qx,50%,2017-19,Male,88 years,Maori,0.15381
qx,50%,2017-19,Male,89 years,Maori,0.16689
qx,50%,2017-19,Male,90 years,Maori,0.18117
qx,50%,2017-19,Male,91 years,Maori,0.19639
qx,50%,2017-19,Male,92 years,Maori,0.21196
qx,50%,2017-19,Male,93 years,Maori,0.22868
qx,50%,2017-19,Male,94 years,Maori,0.24644
qx,50%,2017-19,Male,95 years,Maori,0.26398
qx,50%,2017-19,Male,96 years,Maori,0.28306
qx,50%,2017-19,Male,97 years,Maori,0.30232
qx,50%,2017-19,Male,98 years,Maori,0.32246
qx,50%,2017-19,Male,99 years,Maori,0.34305
qx,50%,2017-19,Male,100 years and over,Maori,1
qx,97.50%,2017-19,Female,0 years,Maori,0.00551
qx,97.50%,2017-19,Female,1 years,Maori,4.10E-04
qx,97.50%,2017-19,Female,2 years,Maori,3.00E-04
qx,97.50%,2017-19,Female,3 years,Maori,2.40E-04
qx,97.50%,2017-19,Female,4 years,Maori,2.00E-04
qx,97.50%,2017-19,Female,5 years,Maori,1.80E-04
qx,97.50%,2017-19,Female,6 years,Maori,1.80E-04
qx,97.50%,2017-19,Female,7 years,Maori,1.80E-04
qx,97.50%,2017-19,Female,8 years,Maori,1.90E-04
qx,97.50%,2017-19,Female,9 years,Maori,2.00E-04
qx,97.50%,2017-19,Female,10 years,Maori,2.20E-04
qx,97.50%,2017-19,Female,11 years,Maori,2.50E-04
qx,97.50%,2017-19,Female,12 years,Maori,2.90E-04
qx,97.50%,2017-19,Female,13 years,Maori,3.40E-04
qx,97.50%,2017-19,Female,14 years,Maori,4.10E-04
qx,97.50%,2017-19,Female,15 years,Maori,4.70E-04
qx,97.50%,2017-19,Female,16 years,Maori,5.40E-04
qx,97.50%,2017-19,Female,17 years,Maori,6.10E-04
qx,97.50%,2017-19,Female,18 years,Maori,6.70E-04
qx,97.50%,2017-19,Female,19 years,Maori,7.40E-04
qx,97.50%,2017-19,Female,20 years,Maori,7.90E-04
qx,97.50%,2017-19,Female,21 years,Maori,8.50E-04
qx,97.50%,2017-19,Female,22 years,Maori,8.90E-04
qx,97.50%,2017-19,Female,23 years,Maori,9.10E-04
qx,97.50%,2017-19,Female,24 years,Maori,0.00093
qx,97.50%,2017-19,Female,25 years,Maori,9.40E-04
qx,97.50%,2017-19,Female,26 years,Maori,9.60E-04
qx,97.50%,2017-19,Female,27 years,Maori,0.00101
qx,97.50%,2017-19,Female,28 years,Maori,0.00106
qx,97.50%,2017-19,Female,29 years,Maori,0.00108
qx,97.50%,2017-19,Female,30 years,Maori,0.00115
qx,97.50%,2017-19,Female,31 years,Maori,0.00124
qx,97.50%,2017-19,Female,32 years,Maori,0.00127
qx,97.50%,2017-19,Female,33 years,Maori,0.00132
qx,97.50%,2017-19,Female,34 years,Maori,0.00137
qx,97.50%,2017-19,Female,35 years,Maori,0.00138
qx,97.50%,2017-19,Female,36 years,Maori,0.00142
qx,97.50%,2017-19,Female,37 years,Maori,0.00153
qx,97.50%,2017-19,Female,38 years,Maori,0.00165
qx,97.50%,2017-19,Female,39 years,Maori,0.00167
qx,97.50%,2017-19,Female,40 years,Maori,0.0018
qx,97.50%,2017-19,Female,41 years,Maori,0.00198
qx,97.50%,2017-19,Female,42 years,Maori,0.00225
qx,97.50%,2017-19,Female,43 years,Maori,0.0025
qx,97.50%,2017-19,Female,44 years,Maori,0.00262
qx,97.50%,2017-19,Female,45 years,Maori,0.00293
qx,97.50%,2017-19,Female,46 years,Maori,0.00318
qx,97.50%,2017-19,Female,47 years,Maori,0.00358
qx,97.50%,2017-19,Female,48 years,Maori,0.00398
qx,97.50%,2017-19,Female,49 years,Maori,0.00433
qx,97.50%,2017-19,Female,50 years,Maori,0.00493
qx,97.50%,2017-19,Female,51 years,Maori,0.00536
qx,97.50%,2017-19,Female,52 years,Maori,0.00586
qx,97.50%,2017-19,Female,53 years,Maori,0.00638
qx,97.50%,2017-19,Female,54 years,Maori,0.00687
qx,97.50%,2017-19,Female,55 years,Maori,0.00735
qx,97.50%,2017-19,Female,56 years,Maori,0.00803
qx,97.50%,2017-19,Female,57 years,Maori,0.00903
qx,97.50%,2017-19,Female,58 years,Maori,0.00995
qx,97.50%,2017-19,Female,59 years,Maori,0.011
qx,97.50%,2017-19,Female,60 years,Maori,0.01196
qx,97.50%,2017-19,Female,61 years,Maori,0.01273
qx,97.50%,2017-19,Female,62 years,Maori,0.01415
qx,97.50%,2017-19,Female,63 years,Maori,0.01621
qx,97.50%,2017-19,Female,64 years,Maori,0.0173
qx,97.50%,2017-19,Female,65 years,Maori,0.01836
qx,97.50%,2017-19,Female,66 years,Maori,0.02038
qx,97.50%,2017-19,Female,67 years,Maori,0.02222
qx,97.50%,2017-19,Female,68 years,Maori,0.02378
qx,97.50%,2017-19,Female,69 years,Maori,0.02643
qx,97.50%,2017-19,Female,70 years,Maori,0.02841
qx,97.50%,2017-19,Female,71 years,Maori,0.03103
qx,97.50%,2017-19,Female,72 years,Maori,0.03559
qx,97.50%,2017-19,Female,73 years,Maori,0.03838
qx,97.50%,2017-19,Female,74 years,Maori,0.04335
qx,97.50%,2017-19,Female,75 years,Maori,0.04669
qx,97.50%,2017-19,Female,76 years,Maori,0.05124
qx,97.50%,2017-19,Female,77 years,Maori,0.05333
qx,97.50%,2017-19,Female,78 years,Maori,0.05816
qx,97.50%,2017-19,Female,79 years,Maori,0.06193
qx,97.50%,2017-19,Female,80 years,Maori,0.0701
qx,97.50%,2017-19,Female,81 years,Maori,0.07506
qx,97.50%,2017-19,Female,82 years,Maori,0.08122
qx,97.50%,2017-19,Female,83 years,Maori,0.09086
qx,97.50%,2017-19,Female,84 years,Maori,0.09542
qx,97.50%,2017-19,Female,85 years,Maori,0.107
qx,97.50%,2017-19,Female,86 years,Maori,0.11669
qx,97.50%,2017-19,Female,87 years,Maori,0.12773
qx,97.50%,2017-19,Female,88 years,Maori,0.13903
qx,97.50%,2017-19,Female,89 years,Maori,0.15194
qx,97.50%,2017-19,Female,90 years,Maori,0.16562
qx,97.50%,2017-19,Female,91 years,Maori,0.18042
qx,97.50%,2017-19,Female,92 years,Maori,0.19676
qx,97.50%,2017-19,Female,93 years,Maori,0.21377
qx,97.50%,2017-19,Female,94 years,Maori,0.23144
qx,97.50%,2017-19,Female,95 years,Maori,0.25187
qx,97.50%,2017-19,Female,96 years,Maori,0.27383
qx,97.50%,2017-19,Female,97 years,Maori,0.2983
qx,97.50%,2017-19,Female,98 years,Maori,0.33113
qx,97.50%,2017-19,Female,99 years,Maori,0.36524
qx,97.50%,2017-19,Female,100 years and over,Maori,1
qx,97.50%,2017-19,Male,0 years,Maori,0.00699
qx,97.50%,2017-19,Male,1 years,Maori,5.40E-04
qx,97.50%,2017-19,Male,2 years,Maori,3.90E-04
qx,97.50%,2017-19,Male,3 years,Maori,3.10E-04
qx,97.50%,2017-19,Male,4 years,Maori,2.70E-04
qx,97.50%,2017-19,Male,5 years,Maori,2.50E-04
qx,97.50%,2017-19,Male,6 years,Maori,2.40E-04
qx,97.50%,2017-19,Male,7 years,Maori,2.40E-04
qx,97.50%,2017-19,Male,8 years,Maori,2.50E-04
qx,97.50%,2017-19,Male,9 years,Maori,2.70E-04
qx,97.50%,2017-19,Male,10 years,Maori,3.00E-04
qx,97.50%,2017-19,Male,11 years,Maori,3.40E-04
qx,97.50%,2017-19,Male,12 years,Maori,3.90E-04
qx,97.50%,2017-19,Male,13 years,Maori,4.80E-04
qx,97.50%,2017-19,Male,14 years,Maori,5.70E-04
qx,97.50%,2017-19,Male,15 years,Maori,6.70E-04
qx,97.50%,2017-19,Male,16 years,Maori,7.90E-04
qx,97.50%,2017-19,Male,17 years,Maori,9.00E-04
qx,97.50%,2017-19,Male,18 years,Maori,0.00106
qx,97.50%,2017-19,Male,19 years,Maori,0.0012
qx,97.50%,2017-19,Male,20 years,Maori,0.00129
qx,97.50%,2017-19,Male,21 years,Maori,0.00144
qx,97.50%,2017-19,Male,22 years,Maori,0.00154
qx,97.50%,2017-19,Male,23 years,Maori,0.00163
qx,97.50%,2017-19,Male,24 years,Maori,0.00172
qx,97.50%,2017-19,Male,25 years,Maori,0.00173
qx,97.50%,2017-19,Male,26 years,Maori,0.00172
qx,97.50%,2017-19,Male,27 years,Maori,0.00182
qx,97.50%,2017-19,Male,28 years,Maori,0.00186
qx,97.50%,2017-19,Male,29 years,Maori,0.00194
qx,97.50%,2017-19,Male,30 years,Maori,0.00205
qx,97.50%,2017-19,Male,31 years,Maori,0.0022
qx,97.50%,2017-19,Male,32 years,Maori,0.0023
qx,97.50%,2017-19,Male,33 years,Maori,0.00234
qx,97.50%,2017-19,Male,34 years,Maori,0.00241
qx,97.50%,2017-19,Male,35 years,Maori,0.0024
qx,97.50%,2017-19,Male,36 years,Maori,0.00248
qx,97.50%,2017-19,Male,37 years,Maori,0.00267
qx,97.50%,2017-19,Male,38 years,Maori,0.00287
qx,97.50%,2017-19,Male,39 years,Maori,0.00278
qx,97.50%,2017-19,Male,40 years,Maori,0.00295
qx,97.50%,2017-19,Male,41 years,Maori,0.0032
qx,97.50%,2017-19,Male,42 years,Maori,0.00347
qx,97.50%,2017-19,Male,43 years,Maori,0.00378
qx,97.50%,2017-19,Male,44 years,Maori,0.00398
qx,97.50%,2017-19,Male,45 years,Maori,0.00441
qx,97.50%,2017-19,Male,46 years,Maori,0.0047
qx,97.50%,2017-19,Male,47 years,Maori,0.00509
qx,97.50%,2017-19,Male,48 years,Maori,0.00583
qx,97.50%,2017-19,Male,49 years,Maori,0.00612
qx,97.50%,2017-19,Male,50 years,Maori,0.00695
qx,97.50%,2017-19,Male,51 years,Maori,0.00757
qx,97.50%,2017-19,Male,52 years,Maori,0.00814
qx,97.50%,2017-19,Male,53 years,Maori,0.00896
qx,97.50%,2017-19,Male,54 years,Maori,0.00992
qx,97.50%,2017-19,Male,55 years,Maori,0.01031
qx,97.50%,2017-19,Male,56 years,Maori,0.01149
qx,97.50%,2017-19,Male,57 years,Maori,0.01307
qx,97.50%,2017-19,Male,58 years,Maori,0.01388
qx,97.50%,2017-19,Male,59 years,Maori,0.01648
qx,97.50%,2017-19,Male,60 years,Maori,0.01677
qx,97.50%,2017-19,Male,61 years,Maori,0.01743
qx,97.50%,2017-19,Male,62 years,Maori,0.01896
qx,97.50%,2017-19,Male,63 years,Maori,0.02127
qx,97.50%,2017-19,Male,64 years,Maori,0.02221
qx,97.50%,2017-19,Male,65 years,Maori,0.02494
qx,97.50%,2017-19,Male,66 years,Maori,0.0263
qx,97.50%,2017-19,Male,67 years,Maori,0.02788
qx,97.50%,2017-19,Male,68 years,Maori,0.02928
qx,97.50%,2017-19,Male,69 years,Maori,0.03163
qx,97.50%,2017-19,Male,70 years,Maori,0.03586
qx,97.50%,2017-19,Male,71 years,Maori,0.03923
qx,97.50%,2017-19,Male,72 years,Maori,0.04399
qx,97.50%,2017-19,Male,73 years,Maori,0.04644
qx,97.50%,2017-19,Male,74 years,Maori,0.05038
qx,97.50%,2017-19,Male,75 years,Maori,0.05369
qx,97.50%,2017-19,Male,76 years,Maori,0.05758
qx,97.50%,2017-19,Male,77 years,Maori,0.06279
qx,97.50%,2017-19,Male,78 years,Maori,0.06973
qx,97.50%,2017-19,Male,79 years,Maori,0.07851
qx,97.50%,2017-19,Male,80 years,Maori,0.08765
qx,97.50%,2017-19,Male,81 years,Maori,0.09783
qx,97.50%,2017-19,Male,82 years,Maori,0.10274
qx,97.50%,2017-19,Male,83 years,Maori,0.10948
qx,97.50%,2017-19,Male,84 years,Maori,0.1183
qx,97.50%,2017-19,Male,85 years,Maori,0.13153
qx,97.50%,2017-19,Male,86 years,Maori,0.1439
qx,97.50%,2017-19,Male,87 years,Maori,0.15839
qx,97.50%,2017-19,Male,88 years,Maori,0.17294
qx,97.50%,2017-19,Male,89 years,Maori,0.1893
qx,97.50%,2017-19,Male,90 years,Maori,0.2071
qx,97.50%,2017-19,Male,91 years,Maori,0.22575
qx,97.50%,2017-19,Male,92 years,Maori,0.24613
qx,97.50%,2017-19,Male,93 years,Maori,0.2684
qx,97.50%,2017-19,Male,94 years,Maori,0.29245
qx,97.50%,2017-19,Male,95 years,Maori,0.31819
qx,97.50%,2017-19,Male,96 years,Maori,0.34837
qx,97.50%,2017-19,Male,97 years,Maori,0.3792
qx,97.50%,2017-19,Male,98 years,Maori,0.41685
qx,97.50%,2017-19,Male,99 years,Maori,0.4522
qx,97.50%,2017-19,Male,100 years and over,Maori,1
mx,2.50%,2017-19,Female,0 years,Maori,0.00396
mx,2.50%,2017-19,Female,1 years,Maori,1.60E-04
mx,2.50%,2017-19,Female,2 years,Maori,1.50E-04
mx,2.50%,2017-19,Female,3 years,Maori,1.30E-04
mx,2.50%,2017-19,Female,4 years,Maori,1.10E-04
mx,2.50%,2017-19,Female,5 years,Maori,1.00E-04
mx,2.50%,2017-19,Female,6 years,Maori,9.00E-05
mx,2.50%,2017-19,Female,7 years,Maori,9.00E-05
mx,2.50%,2017-19,Female,8 years,Maori,1.00E-04
mx,2.50%,2017-19,Female,9 years,Maori,1.00E-04
mx,2.50%,2017-19,Female,10 years,Maori,1.20E-04
mx,2.50%,2017-19,Female,11 years,Maori,1.40E-04
mx,2.50%,2017-19,Female,12 years,Maori,1.70E-04
mx,2.50%,2017-19,Female,13 years,Maori,2.10E-04
mx,2.50%,2017-19,Female,14 years,Maori,2.60E-04
mx,2.50%,2017-19,Female,15 years,Maori,3.00E-04
mx,2.50%,2017-19,Female,16 years,Maori,3.50E-04
mx,2.50%,2017-19,Female,17 years,Maori,4.10E-04
mx,2.50%,2017-19,Female,18 years,Maori,4.50E-04
mx,2.50%,2017-19,Female,19 years,Maori,4.90E-04
mx,2.50%,2017-19,Female,20 years,Maori,5.30E-04
mx,2.50%,2017-19,Female,21 years,Maori,5.80E-04
mx,2.50%,2017-19,Female,22 years,Maori,6.10E-04
mx,2.50%,2017-19,Female,23 years,Maori,6.30E-04
mx,2.50%,2017-19,Female,24 years,Maori,6.30E-04
mx,2.50%,2017-19,Female,25 years,Maori,6.40E-04
mx,2.50%,2017-19,Female,26 years,Maori,6.50E-04
mx,2.50%,2017-19,Female,27 years,Maori,7.00E-04
mx,2.50%,2017-19,Female,28 years,Maori,7.30E-04
mx,2.50%,2017-19,Female,29 years,Maori,7.50E-04
mx,2.50%,2017-19,Female,30 years,Maori,8.00E-04
mx,2.50%,2017-19,Female,31 years,Maori,8.70E-04
mx,2.50%,2017-19,Female,32 years,Maori,8.90E-04
mx,2.50%,2017-19,Female,33 years,Maori,9.20E-04
mx,2.50%,2017-19,Female,34 years,Maori,9.60E-04
mx,2.50%,2017-19,Female,35 years,Maori,9.50E-04
mx,2.50%,2017-19,Female,36 years,Maori,9.90E-04
mx,2.50%,2017-19,Female,37 years,Maori,0.00108
mx,2.50%,2017-19,Female,38 years,Maori,0.00116
mx,2.50%,2017-19,Female,39 years,Maori,0.00118
mx,2.50%,2017-19,Female,40 years,Maori,0.0013
mx,2.50%,2017-19,Female,41 years,Maori,0.00142
mx,2.50%,2017-19,Female,42 years,Maori,0.00164
mx,2.50%,2017-19,Female,43 years,Maori,0.00184
mx,2.50%,2017-19,Female,44 years,Maori,0.00195
mx,2.50%,2017-19,Female,45 years,Maori,0.00222
mx,2.50%,2017-19,Female,46 years,Maori,0.0024
mx,2.50%,2017-19,Female,47 years,Maori,0.00272
mx,2.50%,2017-19,Female,48 years,Maori,0.00305
mx,2.50%,2017-19,Female,49 years,Maori,0.00335
mx,2.50%,2017-19,Female,50 years,Maori,0.00383
mx,2.50%,2017-19,Female,51 years,Maori,0.00419
mx,2.50%,2017-19,Female,52 years,Maori,0.00462
mx,2.50%,2017-19,Female,53 years,Maori,0.00505
mx,2.50%,2017-19,Female,54 years,Maori,0.00547
mx,2.50%,2017-19,Female,55 years,Maori,0.00589
mx,2.50%,2017-19,Female,56 years,Maori,0.00644
mx,2.50%,2017-19,Female,57 years,Maori,0.00728
mx,2.50%,2017-19,Female,58 years,Maori,0.00797
mx,2.50%,2017-19,Female,59 years,Maori,0.00888
mx,2.50%,2017-19,Female,60 years,Maori,0.00971
mx,2.50%,2017-19,Female,61 years,Maori,0.01032
mx,2.50%,2017-19,Female,62 years,Maori,0.01159
mx,2.50%,2017-19,Female,63 years,Maori,0.01322
mx,2.50%,2017-19,Female,64 years,Maori,0.01418
mx,2.50%,2017-19,Female,65 years,Maori,0.01503
mx,2.50%,2017-19,Female,66 years,Maori,0.01682
mx,2.50%,2017-19,Female,67 years,Maori,0.01826
mx,2.50%,2017-19,Female,68 years,Maori,0.01965
