measure,quantile,time,sex,age,ethnic,value
px,97.50%,2017-19,Female,12 years,nonMaori,0.99993
px,97.50%,2017-19,Female,13 years,nonMaori,0.99992
px,97.50%,2017-19,Female,14 years,nonMaori,0.9999
px,97.50%,2017-19,Female,15 years,nonMaori,0.99988
px,97.50%,2017-19,Female,16 years,nonMaori,0.99985
px,97.50%,2017-19,Female,17 years,nonMaori,0.99982
px,97.50%,2017-19,Female,18 years,nonMaori,0.99979
px,97.50%,2017-19,Female,19 years,nonMaori,0.99977
px,97.50%,2017-19,Female,20 years,nonMaori,0.99975
px,97.50%,2017-19,Female,21 years,nonMaori,0.99974
px,97.50%,2017-19,Female,22 years,nonMaori,0.99973
px,97.50%,2017-19,Female,23 years,nonMaori,0.99973
px,97.50%,2017-19,Female,24 years,nonMaori,0.99974
px,97.50%,2017-19,Female,25 years,nonMaori,0.99974
px,97.50%,2017-19,Female,26 years,nonMaori,0.99974
px,97.50%,2017-19,Female,27 years,nonMaori,0.99975
px,97.50%,2017-19,Female,28 years,nonMaori,0.99975
px,97.50%,2017-19,Female,29 years,nonMaori,0.99974
px,97.50%,2017-19,Female,30 years,nonMaori,0.99973
px,97.50%,2017-19,Female,31 years,nonMaori,0.99971
px,97.50%,2017-19,Female,32 years,nonMaori,0.99968
px,97.50%,2017-19,Female,33 years,nonMaori,0.99966
px,97.50%,2017-19,Female,34 years,nonMaori,0.99963
px,97.50%,2017-19,Female,35 years,nonMaori,0.9996
px,97.50%,2017-19,Female,36 years,nonMaori,0.99957
px,97.50%,2017-19,Female,37 years,nonMaori,0.99954
px,97.50%,2017-19,Female,38 years,nonMaori,0.99951
px,97.50%,2017-19,Female,39 years,nonMaori,0.99946
px,97.50%,2017-19,Female,40 years,nonMaori,0.99942
px,97.50%,2017-19,Female,41 years,nonMaori,0.99939
px,97.50%,2017-19,Female,42 years,nonMaori,0.99934
px,97.50%,2017-19,Female,43 years,nonMaori,0.99927
px,97.50%,2017-19,Female,44 years,nonMaori,0.99919
px,97.50%,2017-19,Female,45 years,nonMaori,0.9991
px,97.50%,2017-19,Female,46 years,nonMaori,0.999
px,97.50%,2017-19,Female,47 years,nonMaori,0.99891
px,97.50%,2017-19,Female,48 years,nonMaori,0.99879
px,97.50%,2017-19,Female,49 years,nonMaori,0.99868
px,97.50%,2017-19,Female,50 years,nonMaori,0.99853
px,97.50%,2017-19,Female,51 years,nonMaori,0.99837
px,97.50%,2017-19,Female,52 years,nonMaori,0.99816
px,97.50%,2017-19,Female,53 years,nonMaori,0.99804
px,97.50%,2017-19,Female,54 years,nonMaori,0.99789
px,97.50%,2017-19,Female,55 years,nonMaori,0.99772
px,97.50%,2017-19,Female,56 years,nonMaori,0.99757
px,97.50%,2017-19,Female,57 years,nonMaori,0.99734
px,97.50%,2017-19,Female,58 years,nonMaori,0.99709
px,97.50%,2017-19,Female,59 years,nonMaori,0.99685
px,97.50%,2017-19,Female,60 years,nonMaori,0.99659
px,97.50%,2017-19,Female,61 years,nonMaori,0.99634
px,97.50%,2017-19,Female,62 years,nonMaori,0.9959
px,97.50%,2017-19,Female,63 years,nonMaori,0.99534
px,97.50%,2017-19,Female,64 years,nonMaori,0.99488
px,97.50%,2017-19,Female,65 years,nonMaori,0.99444
px,97.50%,2017-19,Female,66 years,nonMaori,0.99374
px,97.50%,2017-19,Female,67 years,nonMaori,0.9933
px,97.50%,2017-19,Female,68 years,nonMaori,0.99256
px,97.50%,2017-19,Female,69 years,nonMaori,0.99164
px,97.50%,2017-19,Female,70 years,nonMaori,0.99104
px,97.50%,2017-19,Female,71 years,nonMaori,0.9898
px,97.50%,2017-19,Female,72 years,nonMaori,0.98761
px,97.50%,2017-19,Female,73 years,nonMaori,0.98604
px,97.50%,2017-19,Female,74 years,nonMaori,0.98453
px,97.50%,2017-19,Female,75 years,nonMaori,0.98231
px,97.50%,2017-19,Female,76 years,nonMaori,0.98125
px,97.50%,2017-19,Female,77 years,nonMaori,0.97927
px,97.50%,2017-19,Female,78 years,nonMaori,0.97524
px,97.50%,2017-19,Female,79 years,nonMaori,0.9712
px,97.50%,2017-19,Female,80 years,nonMaori,0.96681
px,97.50%,2017-19,Female,81 years,nonMaori,0.96188
px,97.50%,2017-19,Female,82 years,nonMaori,0.95646
px,97.50%,2017-19,Female,83 years,nonMaori,0.951
px,97.50%,2017-19,Female,84 years,nonMaori,0.9432
px,97.50%,2017-19,Female,85 years,nonMaori,0.93464
px,97.50%,2017-19,Female,86 years,nonMaori,0.92357
px,97.50%,2017-19,Female,87 years,nonMaori,0.91217
px,97.50%,2017-19,Female,88 years,nonMaori,0.8995
px,97.50%,2017-19,Female,89 years,nonMaori,0.88601
px,97.50%,2017-19,Female,90 years,nonMaori,0.8715
px,97.50%,2017-19,Female,91 years,nonMaori,0.85598
px,97.50%,2017-19,Female,92 years,nonMaori,0.83978
px,97.50%,2017-19,Female,93 years,nonMaori,0.82253
px,97.50%,2017-19,Female,94 years,nonMaori,0.8043
px,97.50%,2017-19,Female,95 years,nonMaori,0.78504
px,97.50%,2017-19,Female,96 years,nonMaori,0.76473
px,97.50%,2017-19,Female,97 years,nonMaori,0.74437
px,97.50%,2017-19,Female,98 years,nonMaori,0.7226
px,97.50%,2017-19,Female,99 years,nonMaori,0.69903
px,97.50%,2017-19,Female,100 years and over,nonMaori,0
px,97.50%,2017-19,Male,0 years,nonMaori,0.996
px,97.50%,2017-19,Male,1 years,nonMaori,0.99977
px,97.50%,2017-19,Male,2 years,nonMaori,0.99982
px,97.50%,2017-19,Male,3 years,nonMaori,0.99986
px,97.50%,2017-19,Male,4 years,nonMaori,0.99989
px,97.50%,2017-19,Male,5 years,nonMaori,0.99991
px,97.50%,2017-19,Male,6 years,nonMaori,0.99992
px,97.50%,2017-19,Male,7 years,nonMaori,0.99993
px,97.50%,2017-19,Male,8 years,nonMaori,0.99993
px,97.50%,2017-19,Male,9 years,nonMaori,0.99993
px,97.50%,2017-19,Male,10 years,nonMaori,0.99992
px,97.50%,2017-19,Male,11 years,nonMaori,0.99991
px,97.50%,2017-19,Male,12 years,nonMaori,0.99989
px,97.50%,2017-19,Male,13 years,nonMaori,0.99987
px,97.50%,2017-19,Male,14 years,nonMaori,0.99983
px,97.50%,2017-19,Male,15 years,nonMaori,0.99978
px,97.50%,2017-19,Male,16 years,nonMaori,0.99972
px,97.50%,2017-19,Male,17 years,nonMaori,0.99965
px,97.50%,2017-19,Male,18 years,nonMaori,0.99959
px,97.50%,2017-19,Male,19 years,nonMaori,0.99953
px,97.50%,2017-19,Male,20 years,nonMaori,0.99948
px,97.50%,2017-19,Male,21 years,nonMaori,0.99945
px,97.50%,2017-19,Male,22 years,nonMaori,0.99943
px,97.50%,2017-19,Male,23 years,nonMaori,0.99943
px,97.50%,2017-19,Male,24 years,nonMaori,0.99943
px,97.50%,2017-19,Male,25 years,nonMaori,0.99943
px,97.50%,2017-19,Male,26 years,nonMaori,0.99945
px,97.50%,2017-19,Male,27 years,nonMaori,0.99947
px,97.50%,2017-19,Male,28 years,nonMaori,0.99947
px,97.50%,2017-19,Male,29 years,nonMaori,0.99946
px,97.50%,2017-19,Male,30 years,nonMaori,0.99944
px,97.50%,2017-19,Male,31 years,nonMaori,0.99942
px,97.50%,2017-19,Male,32 years,nonMaori,0.99938
px,97.50%,2017-19,Male,33 years,nonMaori,0.99934
px,97.50%,2017-19,Male,34 years,nonMaori,0.99931
px,97.50%,2017-19,Male,35 years,nonMaori,0.99927
px,97.50%,2017-19,Male,36 years,nonMaori,0.99924
px,97.50%,2017-19,Male,37 years,nonMaori,0.99921
px,97.50%,2017-19,Male,38 years,nonMaori,0.99916
px,97.50%,2017-19,Male,39 years,nonMaori,0.9991
px,97.50%,2017-19,Male,40 years,nonMaori,0.99902
px,97.50%,2017-19,Male,41 years,nonMaori,0.99899
px,97.50%,2017-19,Male,42 years,nonMaori,0.99892
px,97.50%,2017-19,Male,43 years,nonMaori,0.99883
px,97.50%,2017-19,Male,44 years,nonMaori,0.99873
px,97.50%,2017-19,Male,45 years,nonMaori,0.9986
px,97.50%,2017-19,Male,46 years,nonMaori,0.99851
px,97.50%,2017-19,Male,47 years,nonMaori,0.99837
px,97.50%,2017-19,Male,48 years,nonMaori,0.99819
px,97.50%,2017-19,Male,49 years,nonMaori,0.998
px,97.50%,2017-19,Male,50 years,nonMaori,0.99782
px,97.50%,2017-19,Male,51 years,nonMaori,0.99757
px,97.50%,2017-19,Male,52 years,nonMaori,0.99724
px,97.50%,2017-19,Male,53 years,nonMaori,0.997
px,97.50%,2017-19,Male,54 years,nonMaori,0.99673
px,97.50%,2017-19,Male,55 years,nonMaori,0.99649
px,97.50%,2017-19,Male,56 years,nonMaori,0.99625
px,97.50%,2017-19,Male,57 years,nonMaori,0.99589
px,97.50%,2017-19,Male,58 years,nonMaori,0.99541
px,97.50%,2017-19,Male,59 years,nonMaori,0.99487
px,97.50%,2017-19,Male,60 years,nonMaori,0.99442
px,97.50%,2017-19,Male,61 years,nonMaori,0.99405
px,97.50%,2017-19,Male,62 years,nonMaori,0.9934
px,97.50%,2017-19,Male,63 years,nonMaori,0.99275
px,97.50%,2017-19,Male,64 years,nonMaori,0.99197
px,97.50%,2017-19,Male,65 years,nonMaori,0.99143
px,97.50%,2017-19,Male,66 years,nonMaori,0.99038
px,97.50%,2017-19,Male,67 years,nonMaori,0.98956
px,97.50%,2017-19,Male,68 years,nonMaori,0.98875
px,97.50%,2017-19,Male,69 years,nonMaori,0.98732
px,97.50%,2017-19,Male,70 years,nonMaori,0.98619
px,97.50%,2017-19,Male,71 years,nonMaori,0.98497
px,97.50%,2017-19,Male,72 years,nonMaori,0.98158
px,97.50%,2017-19,Male,73 years,nonMaori,0.97947
px,97.50%,2017-19,Male,74 years,nonMaori,0.97744
px,97.50%,2017-19,Male,75 years,nonMaori,0.97364
px,97.50%,2017-19,Male,76 years,nonMaori,0.97219
px,97.50%,2017-19,Male,77 years,nonMaori,0.9688
px,97.50%,2017-19,Male,78 years,nonMaori,0.96334
px,97.50%,2017-19,Male,79 years,nonMaori,0.95836
px,97.50%,2017-19,Male,80 years,nonMaori,0.9535
px,97.50%,2017-19,Male,81 years,nonMaori,0.94619
px,97.50%,2017-19,Male,82 years,nonMaori,0.93889
px,97.50%,2017-19,Male,83 years,nonMaori,0.93204
px,97.50%,2017-19,Male,84 years,nonMaori,0.92243
px,97.50%,2017-19,Male,85 years,nonMaori,0.91073
px,97.50%,2017-19,Male,86 years,nonMaori,0.89894
px,97.50%,2017-19,Male,87 years,nonMaori,0.88609
px,97.50%,2017-19,Male,88 years,nonMaori,0.87229
px,97.50%,2017-19,Male,89 years,nonMaori,0.85741
px,97.50%,2017-19,Male,90 years,nonMaori,0.84177
px,97.50%,2017-19,Male,91 years,nonMaori,0.82531
px,97.50%,2017-19,Male,92 years,nonMaori,0.80866
px,97.50%,2017-19,Male,93 years,nonMaori,0.79132
px,97.50%,2017-19,Male,94 years,nonMaori,0.77383
px,97.50%,2017-19,Male,95 years,nonMaori,0.75589
px,97.50%,2017-19,Male,96 years,nonMaori,0.73807
px,97.50%,2017-19,Male,97 years,nonMaori,0.71983
px,97.50%,2017-19,Male,98 years,nonMaori,0.70102
px,97.50%,2017-19,Male,99 years,nonMaori,0.67968
px,97.50%,2017-19,Male,100 years and over,nonMaori,0
qx,2.50%,2017-19,Female,0 years,nonMaori,0.00341
qx,2.50%,2017-19,Female,1 years,nonMaori,2.00E-04
qx,2.50%,2017-19,Female,2 years,nonMaori,1.50E-04
qx,2.50%,2017-19,Female,3 years,nonMaori,1.20E-04
qx,2.50%,2017-19,Female,4 years,nonMaori,9.00E-05
qx,2.50%,2017-19,Female,5 years,nonMaori,7.00E-05
qx,2.50%,2017-19,Female,6 years,nonMaori,6.00E-05
qx,2.50%,2017-19,Female,7 years,nonMaori,5.00E-05
qx,2.50%,2017-19,Female,8 years,nonMaori,5.00E-05
qx,2.50%,2017-19,Female,9 years,nonMaori,5.00E-05
qx,2.50%,2017-19,Female,10 years,nonMaori,5.00E-05
qx,2.50%,2017-19,Female,11 years,nonMaori,6.00E-05
qx,2.50%,2017-19,Female,12 years,nonMaori,7.00E-05
qx,2.50%,2017-19,Female,13 years,nonMaori,8.00E-05
qx,2.50%,2017-19,Female,14 years,nonMaori,1.00E-04
qx,2.50%,2017-19,Female,15 years,nonMaori,1.20E-04
qx,2.50%,2017-19,Female,16 years,nonMaori,1.50E-04
qx,2.50%,2017-19,Female,17 years,nonMaori,1.80E-04
qx,2.50%,2017-19,Female,18 years,nonMaori,2.10E-04
qx,2.50%,2017-19,Female,19 years,nonMaori,2.30E-04
qx,2.50%,2017-19,Female,20 years,nonMaori,2.50E-04
qx,2.50%,2017-19,Female,21 years,nonMaori,2.60E-04
qx,2.50%,2017-19,Female,22 years,nonMaori,2.70E-04
qx,2.50%,2017-19,Female,23 years,nonMaori,2.70E-04
qx,2.50%,2017-19,Female,24 years,nonMaori,2.60E-04
qx,2.50%,2017-19,Female,25 years,nonMaori,2.60E-04
qx,2.50%,2017-19,Female,26 years,nonMaori,2.60E-04
qx,2.50%,2017-19,Female,27 years,nonMaori,2.50E-04
qx,2.50%,2017-19,Female,28 years,nonMaori,2.50E-04
qx,2.50%,2017-19,Female,29 years,nonMaori,2.60E-04
qx,2.50%,2017-19,Female,30 years,nonMaori,2.70E-04
qx,2.50%,2017-19,Female,31 years,nonMaori,2.90E-04
qx,2.50%,2017-19,Female,32 years,nonMaori,3.20E-04
qx,2.50%,2017-19,Female,33 years,nonMaori,3.40E-04
qx,2.50%,2017-19,Female,34 years,nonMaori,3.70E-04
qx,2.50%,2017-19,Female,35 years,nonMaori,4.00E-04
qx,2.50%,2017-19,Female,36 years,nonMaori,4.30E-04
qx,2.50%,2017-19,Female,37 years,nonMaori,4.60E-04
qx,2.50%,2017-19,Female,38 years,nonMaori,4.90E-04
qx,2.50%,2017-19,Female,39 years,nonMaori,5.40E-04
qx,2.50%,2017-19,Female,40 years,nonMaori,5.80E-04
qx,2.50%,2017-19,Female,41 years,nonMaori,6.10E-04
qx,2.50%,2017-19,Female,42 years,nonMaori,6.60E-04
qx,2.50%,2017-19,Female,43 years,nonMaori,7.30E-04
qx,2.50%,2017-19,Female,44 years,nonMaori,8.10E-04
qx,2.50%,2017-19,Female,45 years,nonMaori,9.00E-04
qx,2.50%,2017-19,Female,46 years,nonMaori,0.001
qx,2.50%,2017-19,Female,47 years,nonMaori,0.00109
qx,2.50%,2017-19,Female,48 years,nonMaori,0.00121
qx,2.50%,2017-19,Female,49 years,nonMaori,0.00132
qx,2.50%,2017-19,Female,50 years,nonMaori,0.00147
qx,2.50%,2017-19,Female,51 years,nonMaori,0.00163
qx,2.50%,2017-19,Female,52 years,nonMaori,0.00184
qx,2.50%,2017-19,Female,53 years,nonMaori,0.00196
qx,2.50%,2017-19,Female,54 years,nonMaori,0.00211
qx,2.50%,2017-19,Female,55 years,nonMaori,0.00228
qx,2.50%,2017-19,Female,56 years,nonMaori,0.00243
qx,2.50%,2017-19,Female,57 years,nonMaori,0.00266
qx,2.50%,2017-19,Female,58 years,nonMaori,0.00291
qx,2.50%,2017-19,Female,59 years,nonMaori,0.00315
qx,2.50%,2017-19,Female,60 years,nonMaori,0.00341
qx,2.50%,2017-19,Female,61 years,nonMaori,0.00366
qx,2.50%,2017-19,Female,62 years,nonMaori,0.0041
qx,2.50%,2017-19,Female,63 years,nonMaori,0.00466
qx,2.50%,2017-19,Female,64 years,nonMaori,0.00512
qx,2.50%,2017-19,Female,65 years,nonMaori,0.00556
qx,2.50%,2017-19,Female,66 years,nonMaori,0.00626
qx,2.50%,2017-19,Female,67 years,nonMaori,0.0067
qx,2.50%,2017-19,Female,68 years,nonMaori,0.00744
qx,2.50%,2017-19,Female,69 years,nonMaori,0.00836
qx,2.50%,2017-19,Female,70 years,nonMaori,0.00896
qx,2.50%,2017-19,Female,71 years,nonMaori,0.0102
qx,2.50%,2017-19,Female,72 years,nonMaori,0.01239
qx,2.50%,2017-19,Female,73 years,nonMaori,0.01396
qx,2.50%,2017-19,Female,74 years,nonMaori,0.01547
qx,2.50%,2017-19,Female,75 years,nonMaori,0.01769
qx,2.50%,2017-19,Female,76 years,nonMaori,0.01875
qx,2.50%,2017-19,Female,77 years,nonMaori,0.02073
qx,2.50%,2017-19,Female,78 years,nonMaori,0.02476
qx,2.50%,2017-19,Female,79 years,nonMaori,0.0288
qx,2.50%,2017-19,Female,80 years,nonMaori,0.03319
qx,2.50%,2017-19,Female,81 years,nonMaori,0.03812
qx,2.50%,2017-19,Female,82 years,nonMaori,0.04354
qx,2.50%,2017-19,Female,83 years,nonMaori,0.049
qx,2.50%,2017-19,Female,84 years,nonMaori,0.0568
qx,2.50%,2017-19,Female,85 years,nonMaori,0.06536
qx,2.50%,2017-19,Female,86 years,nonMaori,0.07643
qx,2.50%,2017-19,Female,87 years,nonMaori,0.08783
qx,2.50%,2017-19,Female,88 years,nonMaori,0.1005
qx,2.50%,2017-19,Female,89 years,nonMaori,0.11399
qx,2.50%,2017-19,Female,90 years,nonMaori,0.1285
qx,2.50%,2017-19,Female,91 years,nonMaori,0.14402
qx,2.50%,2017-19,Female,92 years,nonMaori,0.16022
qx,2.50%,2017-19,Female,93 years,nonMaori,0.17747
qx,2.50%,2017-19,Female,94 years,nonMaori,0.1957
qx,2.50%,2017-19,Female,95 years,nonMaori,0.21496
qx,2.50%,2017-19,Female,96 years,nonMaori,0.23527
qx,2.50%,2017-19,Female,97 years,nonMaori,0.25563
qx,2.50%,2017-19,Female,98 years,nonMaori,0.2774
qx,2.50%,2017-19,Female,99 years,nonMaori,0.30097
qx,2.50%,2017-19,Female,100 years and over,nonMaori,1
qx,2.50%,2017-19,Male,0 years,nonMaori,0.004
qx,2.50%,2017-19,Male,1 years,nonMaori,2.30E-04
qx,2.50%,2017-19,Male,2 years,nonMaori,1.80E-04
qx,2.50%,2017-19,Male,3 years,nonMaori,1.40E-04
qx,2.50%,2017-19,Male,4 years,nonMaori,1.10E-04
qx,2.50%,2017-19,Male,5 years,nonMaori,9.00E-05
qx,2.50%,2017-19,Male,6 years,nonMaori,8.00E-05
qx,2.50%,2017-19,Male,7 years,nonMaori,7.00E-05
qx,2.50%,2017-19,Male,8 years,nonMaori,7.00E-05
qx,2.50%,2017-19,Male,9 years,nonMaori,7.00E-05
qx,2.50%,2017-19,Male,10 years,nonMaori,8.00E-05
qx,2.50%,2017-19,Male,11 years,nonMaori,9.00E-05
qx,2.50%,2017-19,Male,12 years,nonMaori,1.10E-04
qx,2.50%,2017-19,Male,13 years,nonMaori,1.30E-04
qx,2.50%,2017-19,Male,14 years,nonMaori,1.70E-04
qx,2.50%,2017-19,Male,15 years,nonMaori,2.20E-04
qx,2.50%,2017-19,Male,16 years,nonMaori,2.80E-04
qx,2.50%,2017-19,Male,17 years,nonMaori,3.50E-04
qx,2.50%,2017-19,Male,18 years,nonMaori,4.10E-04
qx,2.50%,2017-19,Male,19 years,nonMaori,4.70E-04
qx,2.50%,2017-19,Male,20 years,nonMaori,5.20E-04
qx,2.50%,2017-19,Male,21 years,nonMaori,5.50E-04
qx,2.50%,2017-19,Male,22 years,nonMaori,5.70E-04
qx,2.50%,2017-19,Male,23 years,nonMaori,5.70E-04
qx,2.50%,2017-19,Male,24 years,nonMaori,5.70E-04
qx,2.50%,2017-19,Male,25 years,nonMaori,5.70E-04
qx,2.50%,2017-19,Male,26 years,nonMaori,5.50E-04
qx,2.50%,2017-19,Male,27 years,nonMaori,5.30E-04
qx,2.50%,2017-19,Male,28 years,nonMaori,5.30E-04
qx,2.50%,2017-19,Male,29 years,nonMaori,5.40E-04
qx,2.50%,2017-19,Male,30 years,nonMaori,5.60E-04
qx,2.50%,2017-19,Male,31 years,nonMaori,5.80E-04
qx,2.50%,2017-19,Male,32 years,nonMaori,6.20E-04
qx,2.50%,2017-19,Male,33 years,nonMaori,6.60E-04
qx,2.50%,2017-19,Male,34 years,nonMaori,6.90E-04
qx,2.50%,2017-19,Male,35 years,nonMaori,7.30E-04
qx,2.50%,2017-19,Male,36 years,nonMaori,7.60E-04
qx,2.50%,2017-19,Male,37 years,nonMaori,7.90E-04
qx,2.50%,2017-19,Male,38 years,nonMaori,8.40E-04
qx,2.50%,2017-19,Male,39 years,nonMaori,9.00E-04
qx,2.50%,2017-19,Male,40 years,nonMaori,9.80E-04
qx,2.50%,2017-19,Male,41 years,nonMaori,0.00101
qx,2.50%,2017-19,Male,42 years,nonMaori,0.00108
qx,2.50%,2017-19,Male,43 years,nonMaori,0.00117
qx,2.50%,2017-19,Male,44 years,nonMaori,0.00127
qx,2.50%,2017-19,Male,45 years,nonMaori,0.0014
qx,2.50%,2017-19,Male,46 years,nonMaori,0.00149
qx,2.50%,2017-19,Male,47 years,nonMaori,0.00163
qx,2.50%,2017-19,Male,48 years,nonMaori,0.00181
qx,2.50%,2017-19,Male,49 years,nonMaori,0.002
qx,2.50%,2017-19,Male,50 years,nonMaori,0.00218
qx,2.50%,2017-19,Male,51 years,nonMaori,0.00243
qx,2.50%,2017-19,Male,52 years,nonMaori,0.00276
qx,2.50%,2017-19,Male,53 years,nonMaori,0.003
qx,2.50%,2017-19,Male,54 years,nonMaori,0.00327
qx,2.50%,2017-19,Male,55 years,nonMaori,0.00351
qx,2.50%,2017-19,Male,56 years,nonMaori,0.00375
qx,2.50%,2017-19,Male,57 years,nonMaori,0.00411
qx,2.50%,2017-19,Male,58 years,nonMaori,0.00459
qx,2.50%,2017-19,Male,59 years,nonMaori,0.00513
qx,2.50%,2017-19,Male,60 years,nonMaori,0.00558
qx,2.50%,2017-19,Male,61 years,nonMaori,0.00595
qx,2.50%,2017-19,Male,62 years,nonMaori,0.0066
qx,2.50%,2017-19,Male,63 years,nonMaori,0.00725
qx,2.50%,2017-19,Male,64 years,nonMaori,0.00803
qx,2.50%,2017-19,Male,65 years,nonMaori,0.00857
qx,2.50%,2017-19,Male,66 years,nonMaori,0.00962
qx,2.50%,2017-19,Male,67 years,nonMaori,0.01044
qx,2.50%,2017-19,Male,68 years,nonMaori,0.01125
qx,2.50%,2017-19,Male,69 years,nonMaori,0.01268
qx,2.50%,2017-19,Male,70 years,nonMaori,0.01381
qx,2.50%,2017-19,Male,71 years,nonMaori,0.01503
qx,2.50%,2017-19,Male,72 years,nonMaori,0.01842
qx,2.50%,2017-19,Male,73 years,nonMaori,0.02053
qx,2.50%,2017-19,Male,74 years,nonMaori,0.02256
qx,2.50%,2017-19,Male,75 years,nonMaori,0.02636
qx,2.50%,2017-19,Male,76 years,nonMaori,0.02781
qx,2.50%,2017-19,Male,77 years,nonMaori,0.0312
qx,2.50%,2017-19,Male,78 years,nonMaori,0.03666
qx,2.50%,2017-19,Male,79 years,nonMaori,0.04164
qx,2.50%,2017-19,Male,80 years,nonMaori,0.0465
qx,2.50%,2017-19,Male,81 years,nonMaori,0.05381
qx,2.50%,2017-19,Male,82 years,nonMaori,0.06111
qx,2.50%,2017-19,Male,83 years,nonMaori,0.06796
qx,2.50%,2017-19,Male,84 years,nonMaori,0.07757
qx,2.50%,2017-19,Male,85 years,nonMaori,0.08927
qx,2.50%,2017-19,Male,86 years,nonMaori,0.10106
qx,2.50%,2017-19,Male,87 years,nonMaori,0.11391
qx,2.50%,2017-19,Male,88 years,nonMaori,0.12771
qx,2.50%,2017-19,Male,89 years,nonMaori,0.14259
qx,2.50%,2017-19,Male,90 years,nonMaori,0.15823
qx,2.50%,2017-19,Male,91 years,nonMaori,0.17469
qx,2.50%,2017-19,Male,92 years,nonMaori,0.19134
qx,2.50%,2017-19,Male,93 years,nonMaori,0.20868
qx,2.50%,2017-19,Male,94 years,nonMaori,0.22617
qx,2.50%,2017-19,Male,95 years,nonMaori,0.24411
qx,2.50%,2017-19,Male,96 years,nonMaori,0.26193
qx,2.50%,2017-19,Male,97 years,nonMaori,0.28017
qx,2.50%,2017-19,Male,98 years,nonMaori,0.29898
qx,2.50%,2017-19,Male,99 years,nonMaori,0.32032
qx,2.50%,2017-19,Male,100 years and over,nonMaori,1
qx,50%,2017-19,Female,0 years,nonMaori,0.00382
qx,50%,2017-19,Female,1 years,nonMaori,2.60E-04
qx,50%,2017-19,Female,2 years,nonMaori,1.90E-04
qx,50%,2017-19,Female,3 years,nonMaori,1.40E-04
qx,50%,2017-19,Female,4 years,nonMaori,1.10E-04
qx,50%,2017-19,Female,5 years,nonMaori,9.00E-05
qx,50%,2017-19,Female,6 years,nonMaori,8.00E-05
qx,50%,2017-19,Female,7 years,nonMaori,7.00E-05
qx,50%,2017-19,Female,8 years,nonMaori,6.00E-05
qx,50%,2017-19,Female,9 years,nonMaori,6.00E-05
qx,50%,2017-19,Female,10 years,nonMaori,7.00E-05
qx,50%,2017-19,Female,11 years,nonMaori,7.00E-05
qx,50%,2017-19,Female,12 years,nonMaori,8.00E-05
qx,50%,2017-19,Female,13 years,nonMaori,1.00E-04
qx,50%,2017-19,Female,14 years,nonMaori,1.20E-04
qx,50%,2017-19,Female,15 years,nonMaori,1.50E-04
qx,50%,2017-19,Female,16 years,nonMaori,1.80E-04
qx,50%,2017-19,Female,17 years,nonMaori,2.10E-04
qx,50%,2017-19,Female,18 years,nonMaori,2.50E-04
qx,50%,2017-19,Female,19 years,nonMaori,2.70E-04
qx,50%,2017-19,Female,20 years,nonMaori,2.90E-04
qx,50%,2017-19,Female,21 years,nonMaori,3.10E-04
qx,50%,2017-19,Female,22 years,nonMaori,3.10E-04
qx,50%,2017-19,Female,23 years,nonMaori,3.10E-04
qx,50%,2017-19,Female,24 years,nonMaori,3.10E-04
qx,50%,2017-19,Female,25 years,nonMaori,3.00E-04
qx,50%,2017-19,Female,26 years,nonMaori,3.00E-04
qx,50%,2017-19,Female,27 years,nonMaori,2.90E-04
qx,50%,2017-19,Female,28 years,nonMaori,2.90E-04
qx,50%,2017-19,Female,29 years,nonMaori,3.00E-04
qx,50%,2017-19,Female,30 years,nonMaori,3.10E-04
qx,50%,2017-19,Female,31 years,nonMaori,3.40E-04
qx,50%,2017-19,Female,32 years,nonMaori,3.60E-04
qx,50%,2017-19,Female,33 years,nonMaori,3.90E-04
qx,50%,2017-19,Female,34 years,nonMaori,4.20E-04
qx,50%,2017-19,Female,35 years,nonMaori,4.60E-04
qx,50%,2017-19,Female,36 years,nonMaori,4.80E-04
qx,50%,2017-19,Female,37 years,nonMaori,5.10E-04
qx,50%,2017-19,Female,38 years,nonMaori,5.60E-04
qx,50%,2017-19,Female,39 years,nonMaori,6.10E-04
qx,50%,2017-19,Female,40 years,nonMaori,6.50E-04
qx,50%,2017-19,Female,41 years,nonMaori,6.90E-04
qx,50%,2017-19,Female,42 years,nonMaori,7.40E-04
qx,50%,2017-19,Female,43 years,nonMaori,8.10E-04
qx,50%,2017-19,Female,44 years,nonMaori,8.90E-04
qx,50%,2017-19,Female,45 years,nonMaori,0.001
qx,50%,2017-19,Female,46 years,nonMaori,0.00109
qx,50%,2017-19,Female,47 years,nonMaori,0.00119
qx,50%,2017-19,Female,48 years,nonMaori,0.00132
qx,50%,2017-19,Female,49 years,nonMaori,0.00144
qx,50%,2017-19,Female,50 years,nonMaori,0.00159
qx,50%,2017-19,Female,51 years,nonMaori,0.00178
qx,50%,2017-19,Female,52 years,nonMaori,0.00199
qx,50%,2017-19,Female,53 years,nonMaori,0.00212
qx,50%,2017-19,Female,54 years,nonMaori,0.00228
qx,50%,2017-19,Female,55 years,nonMaori,0.00245
qx,50%,2017-19,Female,56 years,nonMaori,0.00261
qx,50%,2017-19,Female,57 years,nonMaori,0.00286
qx,50%,2017-19,Female,58 years,nonMaori,0.00312
qx,50%,2017-19,Female,59 years,nonMaori,0.00337
qx,50%,2017-19,Female,60 years,nonMaori,0.00365
